# 时间戳(ms),带宽(Mbps)
4562100,2.25
4562200,2.25
4562300,2.25
4562400,2.25
4562500,2.25
4562600,2.25
4562700,2.26
4562800,2.26
4562900,2.26
4563000,0.10
4563100,0.16
4563200,0.24
4563300,0.33
4563400,0.33
4563500,0.31
4563600,0.37
4563700,0.37
4563800,0.34
4563900,0.40
4564000,0.38
4564100,0.38
4564200,0.42
4564300,0.40
4564400,0.40
4564500,0.43
4564600,0.41
4564700,0.43
4564800,0.43
4564900,0.42
4565000,0.42
4565100,0.45
4565200,0.42
4565300,0.45
4565400,0.45
4565500,0.43
4565600,0.46
4565700,0.46
4565800,0.44
4565900,0.46
4566000,0.44
4566100,0.44
4566200,0.46
4566300,0.44
4566400,0.44
4566500,0.46
4566600,0.45
4566700,0.47
4566800,0.47
4566900,0.45
4567000,0.47
4567100,0.47
4567200,0.45
4567300,0.47
4567400,0.47
4567500,0.45
4567600,0.47
4567700,0.46
4567800,0.46
4567900,0.47
4568000,0.46
4568100,0.46
4568200,0.47
4568300,0.46
4568400,0.47
4568500,0.47
4568600,0.46
4568700,0.48
4568800,0.48
4568900,0.46
4569000,0.48
4569100,0.48
4569200,0.47
4569300,0.48
4569400,0.47
4569500,0.47
4569600,0.48
4569700,0.47
4569800,0.47
4569900,0.48
4570000,0.47
4570100,0.48
4570200,0.48
4570300,0.47
4570400,0.48
4570500,0.48
4570600,0.47
4570700,0.48
4570800,0.47
4570900,0.47
4571000,0.48
4571100,0.47
4571200,0.47
4571300,0.48
4571400,0.47
4571500,0.47
4571600,0.48
4571700,0.47
4571800,0.48
4571900,0.48
4572000,0.48
4572100,0.48
4572200,0.48
4572300,0.48
4572400,0.48
4572500,0.48
4572600,0.48
4572700,0.48
4572800,0.48
4572900,0.48
4573000,0.48
4573100,0.48
4573200,0.48
4573300,0.48
4573400,0.48
4573500,0.49
4573600,0.49
4573700,0.48
4573800,0.49
4573900,0.49
4574000,0.48
4574100,0.49
4574200,0.48
4574300,0.48
4574400,0.48
4574500,0.48
4574600,0.48
4574700,0.49
4574800,0.48
4574900,0.49
4575000,0.49
4575100,0.48
4575200,0.49
4575300,0.49
4575400,0.48
4575500,0.49
4575600,0.49
4575700,0.48
4575800,0.49
4575900,0.48
4576000,0.48
4576100,0.49
4576200,0.48
4576300,0.48
4576400,0.49
4576500,0.48
4576600,0.49
4576700,0.49
4576800,0.48
4576900,0.49
4577000,0.49
4577100,0.48
4577200,0.49
4577300,0.49
4577400,0.49
4577500,0.49
4577600,0.49
4577700,0.49
4577800,0.49
4577900,0.48
4578000,0.48
4578100,0.49
4578200,0.48
4578300,0.49
4578400,0.49
4578500,0.48
4578600,0.49
4578700,0.49
4578800,0.49
4578900,0.49
4579000,0.49
4579100,0.49
4579200,0.49
4579300,0.49
4579400,0.49
4579500,0.49
4579600,0.49
4579700,0.49
4579800,0.49
4579900,0.49
4580000,0.49
4580100,0.49
4580200,0.49
4580300,0.49
4580400,0.49
4580500,0.49
4580600,0.49
4580700,0.49
4580800,0.49
4580900,0.49
4581000,0.49
4581100,0.49
4581200,0.49
4581300,0.49
4581400,0.49
4581500,0.49
4581600,0.48
4581700,0.48
4581800,0.48
4581900,0.49
4582000,0.49
4582100,0.49
4582200,0.48
4582300,0.48
4582400,0.47
4582500,0.47
4582600,0.48
4582700,0.47
4582800,0.47
4582900,0.48
4583000,0.47
4583100,0.47
4583200,0.47
4583300,0.47
4583400,0.47
4583500,0.47
4583600,0.47
4583700,0.47
4583800,0.47
4583900,0.47
4584000,0.48
4584100,0.48
4584200,0.48
4584300,0.48
4584400,0.47
4584500,0.47
4584600,0.48
4584700,0.47
4584800,0.48
4584900,0.48
4585000,0.48
4585100,0.48
4585200,0.48
4585300,0.48
4585400,0.48
4585500,0.48
4585600,0.48
4585700,0.48
4585800,0.48
4585900,0.48
4586000,0.48
4586100,0.48
4586200,0.48
4586300,0.48
4586400,0.49
4586500,0.49
4586600,0.49
4586700,0.49
4586800,0.49
4586900,0.49
4587000,0.49
4587100,0.49
4587200,0.49
4587300,0.49
4587400,0.49
4587500,0.49
4587600,0.49
4587700,0.49
4587800,0.49
4587900,0.49
4588000,0.49
4588100,0.49
4588200,0.49
4588300,0.49
4588400,0.49
4588500,0.49
4588600,0.49
4588700,0.49
4588800,0.49
4588900,0.49
4589000,0.49
4589100,0.49
4589200,0.49
4589300,0.49
4589400,0.49
4589500,0.49
4589600,0.49
4589700,0.49
4589800,0.49
4589900,0.49
4590000,0.49
4590100,0.49
4590200,0.49
4590300,0.49
4590400,0.49
4590500,0.49
4590600,0.49
4590700,0.49
4590800,0.49
4590900,0.49
4591000,0.49
4591100,0.49
4591200,0.49
4591300,0.49
4591400,0.49
4591500,0.49
4591600,0.49
4591700,0.49
4591800,0.49
4591900,0.49
4592000,0.49
4592100,0.49
4592200,0.49
4592300,0.49
4592400,0.49
4592500,0.49
4592600,0.49
4592700,0.49
4592800,0.49
4592900,0.49
4593000,0.49
4593100,0.49
4593200,0.49
4593300,0.49
4593400,0.49
4593500,0.49
4593600,0.49
4593700,0.49
4593800,0.49
4593900,0.49
4594000,0.49
4594100,0.49
4594200,0.49
4594300,0.49
4594400,0.49
4594500,0.49
4594600,0.49
4594700,0.49
4594800,0.49
4594900,0.49
4595000,0.49
4595100,0.49
4595200,0.49
4595300,0.49
4595400,0.49
4595500,0.49
4595600,0.49
4595700,0.49
4595800,0.49
4595900,0.49
4596000,0.49
4596100,0.49
4596200,0.49
4596300,0.49
4596400,0.49
4596500,0.49
4596600,0.49
4596700,0.49
4596800,0.49
4596900,0.49
4597000,0.49
4597100,0.49
4597200,0.49
4597300,0.49
4597400,0.49
4597500,0.49
4597600,0.49
4597700,0.49
4597800,0.49
4597900,0.49
4598000,0.49
4598100,0.49
4598200,0.49
4598300,0.49
4598400,0.49
4598500,0.49
4598600,0.49
4598700,0.49
4598800,0.49
4598900,0.49
4599000,0.49
4599100,0.49
4599200,0.49
4599300,0.49
4599400,0.49
4599500,0.49
4599600,0.49
4599700,0.49
4599800,0.49
4599900,0.49
4600000,0.49
4600100,0.49
4600200,0.49
4600300,0.49
4600400,0.49
4600500,0.49
4600600,0.49
4600700,0.49
4600800,0.49
4600900,0.49
4601000,0.49
4601100,0.49
4601200,0.49
4601300,0.49
4601400,0.49
4601500,0.49
4601600,0.49
4601700,0.49
4601800,0.49
4601900,0.49
4602000,0.49
4602100,0.49
4602200,0.49
4602300,0.49
4602400,0.49
4602500,0.49
4602600,0.49
4602700,0.49
4602800,0.49
4602900,0.49
4603000,0.49
4603100,0.49
4603200,0.49
4603300,0.49
4603400,0.49
4603500,0.49
4603600,0.49
4603700,0.49
4603800,0.49
4603900,0.49
4604000,0.49
4604100,0.49
4604200,0.49
4604300,0.49
4604400,0.49
4604500,0.49
4604600,0.49
4604700,0.49
4604800,0.49
4604900,0.49
4605000,0.49
4605100,0.49
4605200,0.49
4605300,0.49
4605400,0.49
4605500,0.49
4605600,0.49
4605700,0.49
4605800,0.49
4605900,0.49
4606000,0.49
4606100,0.49
4606200,0.49
4606300,0.49
4606400,0.49
4606500,0.49
4606600,0.49
4606700,0.49
4606800,0.49
4606900,0.49
4607000,0.49
4607100,0.49
4607200,0.49
4607300,0.49
4607400,0.49
4607500,0.49
4607600,0.49
4607700,0.49
4607800,0.49
4607900,0.49
4608000,0.49
4608100,0.49
4608200,0.49
4608300,0.49
4608400,0.49
4608500,0.49
4608600,0.49
4608700,0.49
4608800,0.49
4608900,0.49
4609000,0.49
4609100,0.49
4609200,0.49
4609300,0.49
4609400,0.49
4609500,0.49
4609600,0.49
4609700,0.49
4609800,0.49
4609900,0.49
4610000,0.49
4610100,0.49
4610200,0.49
4610300,0.49
4610400,0.49
4610500,0.49
4610600,0.49
4610700,0.49
4610800,0.49
4610900,0.49
4611000,0.49
4611100,0.49
4611200,0.49
4611300,0.49
4611400,0.49
4611500,0.49
4611600,0.49
4611700,0.49
4611800,0.49
4611900,0.49
4612000,0.49
4612100,0.49
4612200,0.49
4612300,0.49
4612400,0.49
4612500,0.49
4612600,0.49
4612700,0.49
4612800,0.49
4612900,0.49
4613000,0.49
4613100,0.49
4613200,0.49
4613300,0.49
4613400,0.49
4613500,0.49
4613600,0.49
4613700,0.49
4613800,0.49
4613900,0.49
4614000,0.49
4614100,0.49
4614200,0.49
4614300,0.49
4614400,0.49
4614500,0.49
4614600,0.49
4614700,0.49
4614800,0.49
4614900,0.49
4615000,0.49
4615100,0.49
4615200,0.49
4615300,0.49
4615400,0.49
4615500,0.49
4615600,0.49
4615700,0.49
4615800,0.49
4615900,0.49
4616000,0.49
4616100,0.49
4616200,0.49
4616300,0.49
4616400,0.49
4616500,0.49
4616600,0.49
4616700,0.49
4616800,0.49
4616900,0.49
4617000,0.49
4617100,0.49
4617200,0.49
4617300,0.49
4617400,0.49
4617500,0.49
4617600,0.49
4617700,0.49
4617800,0.49
4617900,0.49
4618000,0.49
4618100,0.49
4618200,0.49
4618300,0.49
4618400,0.49
4618500,0.49
4618600,0.49
4618700,0.49
4618800,0.49
4618900,0.49
4619000,0.49
4619100,0.49
4619200,0.49
4619300,0.49
4619400,0.49
4619500,0.49
4619600,0.49
4619700,0.49
4619800,0.49
4619900,0.49
4620000,0.49
4620100,0.49
4620200,0.49
4620300,0.49
4620400,0.49
4620500,0.49
4620600,0.49
4620700,0.49
4620800,0.49
4620900,0.49
4621000,0.49
4621100,0.49
4621200,0.49
4621300,0.48
4621400,0.48
4621500,0.48
4621600,0.48
4621700,0.48
4621800,0.48
4621900,0.48
4622000,0.48
4622100,0.48
4622200,0.48
4622300,0.48
4622400,0.48
4622500,0.48
4622600,0.48
4622700,0.48
4622800,0.48
4622900,0.48
4623000,0.48
4623100,0.48
4623200,0.48
4623300,0.48
4623400,0.48
4623500,0.48
4623600,0.48
4623700,0.48
4623800,0.48
4623900,0.48
4624000,0.48
4624100,0.48
4624200,0.48
4624300,0.48
4624400,0.48
4624500,0.48
4624600,0.48
4624700,0.48
4624800,0.48
4624900,0.48
4625000,0.48
4625100,0.48
4625200,0.48
4625300,0.48
4625400,0.48
4625500,0.48
4625600,0.48
4625700,0.48
4625800,0.48
4625900,0.48
4626000,0.48
4626100,0.48
4626200,0.48
4626300,0.48
4626400,0.48
4626500,0.48
4626600,0.48
4626700,0.48
4626800,0.48
4626900,0.48
4627000,0.48
4627100,0.48
4627200,0.48
4627300,0.48
4627400,0.48
4627500,0.48
4627600,0.48
4627700,0.48
4627800,0.48
4627900,0.48
4628000,0.48
4628100,0.48
4628200,0.48
4628300,0.48
4628400,0.48
4628500,0.48
4628600,0.48
4628700,0.48
4628800,0.48
4628900,0.48
4629000,0.48
4629100,0.48
4629200,0.48
4629300,0.48
4629400,0.48
4629500,0.48
4629600,0.48
4629700,0.48
4629800,0.48
4629900,0.48
4630000,0.48
4630100,0.48
4630200,0.48
4630300,0.48
4630400,0.47
4630500,0.48
4630600,0.48
4630700,0.48
4630800,0.48
4630900,0.48
4631000,0.48
4631100,0.47
4631200,0.47
4631300,0.47
4631400,0.47
4631500,0.47
4631600,0.47
4631700,0.47
4631800,0.47
4631900,0.47
4632000,0.47
4632100,0.47
4632200,0.47
4632300,0.47
4632400,0.47
4632500,0.47
4632600,0.47
4632700,0.47
4632800,0.47
4632900,0.47
4633000,0.47
4633100,0.47
4633200,0.47
4633300,0.47
4633400,0.47
4633500,0.47
4633600,0.47
4633700,0.47
4633800,0.47
4633900,0.47
4634000,0.47
4634100,0.47
4634200,0.47
4634300,0.47
4634400,0.47
4634500,0.47
4634600,0.47
4634700,0.47
4634800,0.47
4634900,0.47
4635000,0.10
4635100,0.10
4635200,0.10
4635300,0.10
4635400,0.10
4635500,0.12
4635600,0.14
4635700,0.14
4635800,0.15
4635900,0.18
4636000,0.18
4636100,0.18
4636200,0.20
4636300,0.21
4636400,0.21
4636500,0.21
4636600,0.22
4636700,0.22
4636800,0.22
4636900,0.24
4637000,0.24
4637100,0.24
4637200,0.26
4637300,0.26
4637400,0.26
4637500,0.27
4637600,0.27
4637700,0.28
4637800,0.28
4637900,0.28
